id,name,slug,rank,active,banned,is_admin,is_moderator
700185,Łukasz Lange,lukasz-lange,1,True,False,False,False
700184,Mikolaj Choła,mikolaj-chola,1,True,False,False,False
700141,Radpot,radpot,1,False,False,False,False
700177,Basia Serafin,basia-serafin,1,True,False,False,False
700194,Janek Zieliński,janek-zielinski1,1,True,False,False,False
700196,Konrad Wójcik,konrad-wojcik,1,True,False,False,False
700202,Mariusz Piątek,mariusz-piatek,1,True,False,False,False
700198,Adam Wróbel,adam-wrobel12,1,True,False,False,False
700200,Kropkanaanusie,kropkanaanusie,1,True,False,False,False
700209,Heaven666,heaven666,1,False,False,False,False
700199,klocek132,klocek132,1,False,False,False,False
700204,Józef Pędzikutas,jozef-pedzikutas,1,True,False,False,False
700247,Kacper Skorupa,kacper-skorupa1,1,True,False,False,False
700248,Buster5000,buster5000,1,True,False,False,False
700218,master35,master35,1,True,False,False,False
700212,Olaf Kuczora,olaf-kuczora,1,True,False,False,False
700251,Kacper Cybulski,kacper-cybulski1,1,True,False,False,False
700252,Alan Kapelko,alan-kapelko,1,True,False,False,False
700262,Joanna Kiełek,joanna-kielek,1,True,False,False,False
700257,tomekziemniak,tomekziemniak,1,True,False,False,False
700258,Paweł Mika,pawel-mika,1,True,False,False,False
700264,MatrixGames,matrixgames,1,True,False,False,False
700268,Mateusz Kapica,mateusz-kapica,1,True,False,False,False
700265,Krzysztof Wołoszyn,krzysztof-woloszyn,1,True,False,False,False
700263,Jakub Bator,jakub-bator1,1,True,False,False,False
700299,Luka Wu,luka-wu,1,True,False,False,False
700270,Joanna Kamińska,joanna-kaminska,1,True,False,False,False
700269,Dúrhiliel Akutagawa,durhiliel-akutagawa,1,True,False,False,False
700284,chips_zkasztana.,chips-zkasztana1,1,True,False,False,False
700305,Dominik Pękala,dominik-pekala,1,True,False,False,False
700311,Daniello01,daniello01,1,True,False,False,False
700312,Kacper Olechno,kacper-olechno,1,True,False,False,False
700301,Norbert Galiński,norbert-galinski,1,True,False,False,False
700304,Gimbotron,gimbotron,1,True,False,False,False
700316,Netros gwalciciel,netros-gwalciciel,1,True,False,False,False
700317,Nisu1456,nisu1456,1,False,False,False,False
700321,korn026@,korn026-at,1,False,False,False,False
700325,Elpi,elpi,1,True,False,False,False
700319,Glock45,glock45,1,True,False,False,False
700326,JOHNOSKAR,johnoskar,1,True,False,False,False
700329,chosztafpler,chosztafpler,1,False,False,False,False
700334,Łukasz Muszak,lukasz-muszak,1,True,False,False,False
700374,jaglas,jaglas,1,False,False,False,False
700332,Oceirich113,oceirich113,1,True,False,False,False
700366,mjb838631,mjb838631,1,True,False,False,False
700340,Grzesiu Konopko,grzesiu-konopko,1,True,False,False,False
700346,Lubisztosuko1999,lubisztosuko1999,1,False,False,False,False
700379,Jakub Marcin Milczek,jakub-marcin-milczek,1,True,False,False,False
700383,zzz1234,zzz1234,1,True,False,False,False
700377,maciejasos120,maciejasos120,1,True,False,False,False
700387,kiruniaa,kiruniaa,1,True,False,False,False
700386,Kamil Foreński,kamil-forenski,1,True,False,False,False
700389,Sandra Gomuła,sandra-gomula,1,True,False,False,False
700392,kwejkozerca,kwejkozerca,1,True,False,False,False
700395,Rafał Rutkowski,rafal-rutkowski,1,True,False,False,False
700396,Radosław Baszak,radoslaw-baszak,1,True,False,False,False
700397,wezi666,wezi666,1,True,False,False,False
700399,Kacper Werengowski,kacper-werengowski,1,True,False,False,False
700401,Kox 109iq,kox-109iq,1,True,False,False,False
700433,paweldelpawel,paweldelpawel,1,False,False,False,False
700437,Dawid Muszyński,dawid-muszynski1,1,True,False,False,False
700438,WOJGODA,wojgoda,1,False,False,False,False
700439,Asia Wisełka,asia-wiselka,1,True,False,False,False
700429,abccba10011,abccba10011,1,True,False,False,False
700447,barano446,barano446,1,True,False,False,False
700448,Angie Zet,angie-zet,1,True,False,False,False
700449,Śmiechawa,smiechawa,1,True,False,False,False
700457,Aleksander Łyskawiński,aleksander-lyskawinski,1,True,False,False,False
700451,Lolek2099,lolek2099,1,False,False,False,False
700443,Kuba Król,kuba-krol12,1,True,False,False,False
700455,RickMorgan,rickmorgan,1,True,False,False,False
700460,Damian Karczewski,damian-karczewski1,1,True,False,False,False
700454,Tomasz Plak,tomasz-plak,1,True,False,False,False
700499,Sebastian Samiec,sebastian-samiec,1,True,False,False,False
700458,Demob,demob,1,True,False,False,False
700485,2Erył2,2eryl2,1,True,False,False,False
700480,Kamil Chojnacki,kamil-chojnacki12,1,True,False,False,False
700494,Murdock,murdock,1,True,False,False,False
700503,BadiDas,badidas,1,True,False,False,False
700501,Witania Lademan,witania-lademan,1,True,False,False,False
700471,pewson,pewson,1,True,False,False,False
700505,Michał Pastuszak,michal-pastuszak,1,True,False,False,False
700512,Patryk Carlos,patryk-carlos,1,True,False,False,False
700504,Baleclava,baleclava,1,True,False,False,False
700514,Niebieska9211,niebieska9211,1,True,False,False,False
700515,chrypkka,chrypkka,1,True,False,False,False
700520,Kamil Kamil,kamil-kamil12,1,True,False,False,False
700517,Drakenp,drakenp,1,True,False,False,False
700523,Sara Drescher,sara-drescher,1,True,False,False,False
700524,Kacper Antczak,kacper-antczak1,1,True,False,False,False
700525,palczynski1999,palczynski1999,1,True,False,False,False
700551,Brajan Stasz,brajan-stasz,1,True,False,False,False
700529,Alex juzkiewicz,alex-juzkiewicz,1,True,False,False,False
700531,Kasia Pasek,kasia-pasek,1,True,False,False,False
700560,Michał Marklowski,michal-marklowski,1,True,False,False,False
700559,Patryk0023,patryk0023,1,False,False,False,False
700565,Jakub Balawejder,jakub-balawejder,1,True,False,False,False
700568,Łukasz Małkowski,lukasz-malkowski,1,True,False,False,False
700556,Żaneta Grala,zaneta-grala,1,True,False,False,False
700572,Luke1178,luke1178,1,False,False,False,False
700569,Xmovers,xmovers,1,True,False,False,False
700578,berlinerkebab,berlinerkebab,1,True,False,False,False
700584,Kamila Cortez,kamila-cortez,1,True,False,False,False
700583,Krystian Gałuszka,krystian-galuszka,1,True,False,False,False
700581,Jona Tan,jona-tan,1,True,False,False,False
700582,pepla1703,pepla1703,1,True,False,False,False
700594,twoja.stara69xd@wp.pl,twojastara69xd-at-wppl,1,False,False,False,False
700601,Patryk Biela,patryk-biela,1,True,False,False,False
700611,Julia Osiadacz,julia-osiadacz,1,True,False,False,False
700624,Kuba Zelent,kuba-zelent,1,True,False,False,False
700602,Diana Zabłuda,diana-zabluda,1,True,False,False,False
700632,SaraPh200,saraph200,1,True,False,False,False
700631,Bosster2481,bosster2481,1,False,False,False,False
700636,matis234,matis234,1,True,False,False,False
700639,Lokalny gamoń,lokalny-gamon,1,True,False,False,False
700641,Natasza Natalia Pawlak,natasza-natalia-pawlak,1,True,False,False,False
700642,Mateusz Łuszcz,mateusz-luszcz,1,True,False,False,False
700644,BartekXbartek,bartekxbartek1,1,True,False,False,False
700643,adammalek,adammalek,1,True,False,False,False
700653,iDedox,idedox,1,False,False,False,False
700650,Izodiasz,izodiasz,1,True,False,False,False
700654,baranwawa11,baranwawa11,1,True,False,False,False
700662,Krystian Bugdoł,krystian-bugdol,1,True,False,False,False
700689,Caelmedaith,caelmedaith,1,False,False,False,False
700691,Wertyk9,wertyk9,1,True,False,False,False
700663,Michał Mazurek,michal-mazurek1,1,True,False,False,False
700696,Bajgon,bajgon,1,True,False,False,False
700695,Sommeil,sommeil,1,True,False,False,False
700697,Robert Nowak,robert-nowak12,1,True,False,False,False
700702,Adrian Klimas,adrian-klimas1,1,True,False,False,False
700704,Paweł Jończyk,pawel-jonczyk,1,True,False,False,False
700705,amedi88,amedi88,1,True,False,False,False
700700,Kredek787,kredek787,1,True,False,False,False
700721,Dominik Warmuz,dominik-warmuz,1,True,False,False,False
700723,Sylwester Wilczarski,sylwester-wilczarski,1,True,False,False,False
700740,Hubert4395,hubert4395,1,False,False,False,False
700735,Johny1337,johny1337,1,False,False,False,False
700745,Zero2137,zero2137,4,True,False,False,False
700729,rafalkuki,rafalkuki,1,True,False,False,False
700732,ITakLepszyXD,itaklepszyxd,1,True,False,False,False
700730,jarko_muzykant,jarko-muzykant,1,True,False,False,False
700761,Adrian Sałata,adrian-salata,1,True,False,False,False
700766,el_polakoo,el-polakoo,1,True,False,False,False
700767,Marysia Wielądek,marysia-wieladek,1,True,False,False,False
700768,Kuba Ponikiewski,kuba-ponikiewski,1,True,False,False,False
700770,Artbee,artbee,1,True,False,False,False
700782,mvjin,mvjin,1,True,False,False,False
700784,daria444,daria444,1,False,False,False,False
700785,Paweł Hryszko,pawel-hryszko,1,True,False,False,False
700792,Marratek,marratek,1,True,False,False,False
700793,Nex2602,nex2602,1,True,False,False,False
700821,Dawid Grabas,dawid-grabas,1,True,False,False,False
700820,Asia Bawej,asia-bawej,1,True,False,False,False
700807,Bartek Tak,bartek-tak,1,True,False,False,False
700826,Songo Looz,songo-looz,1,True,False,False,False
700831,hjbgfde,hjbgfde,1,True,False,False,False
700830,Dominika Łacna,dominika-lacna,1,True,False,False,False
700832,aneczka1907,aneczka1907,1,True,False,False,False
700833,Marek Kiebłasa,marek-kieblasa,1,True,False,False,False
700843,Marcin Laszkowski,marcin-laszkowski,1,True,False,False,False
700845,Joanna Latało,joanna-latalo,1,True,False,False,False
700849,Bartek Jurkiewicz,bartek-jurkiewicz,1,True,False,False,False
700846,ZłyBurak,zlyburak,1,True,False,False,False
700854,kusio87,kusio87,1,True,False,False,False
700867,Jakub Stasiak,jakub-stasiak12,1,True,False,False,False
700866,gonzo12110,gonzo12110,1,False,False,False,False
700874,Michał Włodarczyk,michal-wlodarczyk12,1,True,False,False,False
700890,Krystian Małaczek,krystian-malaczek,1,True,False,False,False
700899,T_Noname,t-noname,1,True,False,False,False
700909,rembiok,rembiok,1,True,False,False,False
700906,Janusz Kowalski,janusz-kowalski1,1,True,False,False,False
700910,Pieczarka Piotrek,pieczarka-piotrek,1,True,False,False,False
700911,Aleksandra Hołowińska,aleksandra-holowinska,1,True,False,False,False
700921,neffre92,neffre92,1,False,False,False,False
700922,Artur Hryniewicz,artur-hryniewicz,1,True,False,False,False
700919,Adaś Seliga,adas-seliga,1,True,False,False,False
700952,Maciekmako,maciekmako,1,False,False,False,False
700947,Krzysiu Sojski,krzysiu-sojski,1,True,False,False,False
700948,Кристиан Галент,kristian-galent,1,True,False,False,False
700934,caroline123453,caroline123453,1,True,False,False,False
700953,Nina Gieraga,nina-gieraga,1,True,False,False,False
700955,Link4GOD,link4god,1,False,False,False,False
700958,Mamutxd,mamutxd,1,False,False,False,False
700957,Kamil Rejdych,kamil-rejdych,1,True,False,False,False
700961,Bazyl12345,bazyl12345,1,False,False,False,False
700965,Braq 666,braq-666,1,True,False,False,False
700959,JohnPaul6ix9ine,johnpaul6ix9ine,1,False,False,False,False
700969,aligatorek7,aligatorek7,1,True,False,False,False
700963,qarolll,qarolll,1,False,False,False,False
700974,Bartek Filip Gaweł,bartek-filip-gawel,1,True,False,False,False
700982,Mateusz Kubacki,mateusz-kubacki,1,True,False,False,False
700973,Bartek Gajo,bartek-gajo,1,True,False,False,False
700992,AneMat MatAne,anemat-matane,1,True,False,False,False
700993,Lidia Brochocka,lidia-brochocka,1,True,False,False,False
700997,dudek007,dudek007,1,True,False,False,False
701010,Dominik Podsiadlo,dominik-podsiadlo1,1,True,False,False,False
701011,Siara 1987,siara-1987,1,True,False,False,False
701012,Kamilmonster,kamilmonster,1,False,False,False,False
701007,anrgyslav,anrgyslav,1,False,False,False,False
701015,Domekomek,domekomek,1,False,False,False,False
701018,Domekomek1,domekomek1,1,True,False,False,False
701013,liliputek,liliputek,1,True,False,False,False
701022,prosto-label20,prosto-label20,1,True,False,False,False
701025,fuckthispage,fuckthispage,1,False,False,False,False
701027,costamallegro@onet.pl,costamallegro-at-onetpl,1,True,False,False,False
701043,SuperPP,superpp,1,True,False,False,False
701052,Tomek Bogacki,tomek-bogacki,1,True,False,False,False
701053,Pawel121233,pawel121233,1,False,False,False,False
701066,Gabro1994,gabro1994,1,True,False,False,False
701048,Sievern,sievern,1,True,False,False,False
701073,Elijasz Romi Hirszel,elijasz-romi-hirszel,1,True,False,False,False
701075,Aleksander Pelczar,aleksander-pelczar,1,True,False,False,False
701064,Michał Orchowski,michal-orchowski,1,True,False,False,False
701079,Kamil Wolak,kamil-wolak1,1,True,False,False,False
701080,Piotr Kotowski,piotr-kotowski1,1,True,False,False,False
701088,piotr.watroba96,piotrwatroba96,1,False,False,False,False
701085,Gogacz66,gogacz66,1,True,False,False,False
701082,Klaudia Tomaszek,klaudia-tomaszek,1,True,False,False,False
701089,Pwlodar00,pwlodar00,1,True,False,False,False
701100,Kacper Domalewski,kacper-domalewski,1,True,False,False,False
701096,Molino,molino,1,False,False,False,False
701105,Numilar,numilar,1,True,False,False,False
701107,lubieplackizyt@wp.pl,lubieplackizyt-at-wppl,1,True,False,False,False
701099,molinigz,molinigz,1,True,False,False,False
701124,Sebolek654,sebolek654,1,False,False,False,False
701125,PogromcaWdówIsierot,pogromcawdowisierot,1,True,False,False,False
701126,Seba654_1,seba654-1,1,True,False,False,False
701134,neoken,neoken,1,True,False,False,False
701142,Mypost2,mypost2,1,True,False,False,False
701145,Azazus,azazus,1,True,False,False,False
701146,yomano,yomano,1,False,False,False,False
701150,kuba85,kuba85,1,True,False,False,False
701153,kostek12113,kostek12113,1,True,False,False,False
701149,Dawid Sokołowski,dawid-sokolowski12,1,True,False,False,False
701155,sokolik1234xd,sokolik1234xd,1,True,False,False,False
701165,Łukasz Zwięczak,lukasz-zwieczak,1,True,False,False,False
701154,Babutas,babutas,1,True,False,False,False
701179,Paulina Zając,paulina-zajac,1,True,False,False,False
701178,Miszcz_99,miszcz-99,1,True,False,False,False
701181,Chuj123456789000,chuj123456789000,1,False,False,False,False
701185,Deson0,deson0,1,True,False,False,False
701191,ser1010,ser1010,1,True,False,False,False
701192,TiryNaTory98,tirynatory98,1,False,False,False,False
701189,Kaja Dośpiał,kaja-dospial,1,True,False,False,False
701210,YaBoi7991,yaboi7991,1,True,False,False,False
701209,Miki100g,miki100g,1,True,False,False,False
701212,Wiesiu Ocipiał,wiesiu-ocipial,1,True,False,False,False
701205,Hubert Sońta,hubert-sonta,1,True,False,False,False
701220,Odrin007,odrin007,1,False,False,False,False
701217,Magdalena Kolasa,magdalena-kolasa,1,True,False,False,False
701223,Adam Styn,adam-styn,1,True,False,False,False
701239,Paulina Andrysiak,paulina-andrysiak,1,True,False,False,False
701257,R074Kiewicz,r074kiewicz,1,False,False,False,False
701248,Bartek Chmiel,bartek-chmiel,1,True,False,False,False
701235,Marek/S,mareks12,1,False,False,False,False
701249,Brodatydzik,brodatydzik,1,True,False,False,False
701247,Grzechotnik678,grzechotnik678,1,True,False,False,False
701258,essabyq,essabyq,1,True,False,False,False
701274,Lolzeneq,lolzeneq,1,True,False,False,False
701275,GuziorXD,guziorxd,1,True,False,False,False
701259,Oliwekk,oliwekk,1,True,False,False,False
701270,Piotrek Wegrzyn,piotrek-wegrzyn1,1,True,False,False,False
701267,adam11d,adam11d,1,False,False,False,False
701268,Pioter69333,pioter69333,1,True,False,False,False
701277,Giero16,giero16,1,False,False,False,False
701298,Japek32,japek32,1,True,False,False,False
701283,Artur Chajduk,artur-chajduk,1,True,False,False,False
701284,tadeusz.zapadka@op.pl,tadeuszzapadka-at-oppl,1,False,False,False,False
701281,Pampampam0000,pampampam0000,1,False,False,False,False
701299,Wojtek Bienias,wojtek-bienias,1,True,False,False,False
701309,Pozdropanzenergi,pozdropanzenergi,1,True,False,False,False
701303,Rafał Gołębiowski,rafal-golebiowski,1,True,False,False,False
701312,Radek Matusiak,radek-matusiak,1,True,False,False,False
701307,KamianDieć,kamiandiec,1,False,False,False,False
701306,Basia Żołna,basia-zolna,1,True,False,False,False
701324,ptingoofy,ptingoofy,1,False,False,False,False
701326,Mateusz Kamiński,mateusz-kaminski123,1,True,False,False,False
701332,Aleksandra Forysiak,aleksandra-forysiak,1,True,False,False,False
701331,Karaczan69,karaczan69,1,True,False,False,False
701334,Więzień Choroszczy,wiezien-choroszczy,1,False,False,False,False
701329,Filip Podhalicz,filip-podhalicz,1,True,False,False,False
701340,Jakub Górnowicz,jakub-gornowicz,1,True,False,False,False
701364,Bartosz Ogrodowski,bartosz-ogrodowski,1,True,False,False,False
701362,Hubert Firzbak,hubert-firzbak,1,True,False,False,False
701368,Kmieciu887,kmieciu887,1,False,False,False,False
701369,Paweł Bielecki,pawel-bielecki,1,True,False,False,False
701375,Przemuś Grzybowski,przemus-grzybowski,1,True,False,False,False
701383,Idzieszzemna007,idzieszzemna007,1,True,False,False,False
701381,DjŚliskiLulu,djsliskilulu,1,True,False,False,False
701391,GabroRise,gabrorise,1,True,False,False,False
701399,Jan Kowalski,jan-kowalski12345678910,1,True,False,False,False
701402,Michał Szot,michal-szot,1,True,False,False,False
701403,Bartihero,bartihero,1,True,False,False,False
701407,Zbychu Zbychu,zbychu-zbychu,1,True,False,False,False
701424,Grzegorz Zajkowski,grzegorz-zajkowski,1,True,False,False,False
701414,Sharum'ka,sharumka,1,True,False,False,False
701428,Matixion,matixion,1,True,False,False,False
701443,Kondziorko,kondziorko,1,False,False,False,False
701436,Mateusz Chęć,mateusz-chec1,1,True,False,False,False
701437,Piotrek_$$,piotrek-12,1,True,False,False,False
701438,Sasada,sasada,1,False,False,False,False
701446,padany,padany,1,True,False,False,False
701457,4Fhbmy74kfxwWq,4fhbmy74kfxwwq,1,True,False,False,False
701460,Rafał Wasilewski,rafal-wasilewski1,1,True,False,False,False
701458,Piotras0103,piotras0103,1,True,False,False,False
701461,Szymcion,szymcion,1,True,False,False,False
701474,Janusz Popłonkowski,janusz-poplonkowski,1,True,False,False,False
701467,pulson,pulson,1,True,False,False,False
701480,Rafał Chester Oleszkiewicz,rafal-chester-oleszkiewicz,1,True,False,False,False
701484,Pierdolondo,pierdolondo,1,True,False,False,False
701487,rekvel,rekvel,1,True,False,False,False
701471,Siemka123654,siemka123654,1,True,False,False,False
701494,Laudanex,laudanex,1,False,False,False,False
701493,bot90,bot90,1,True,False,False,False
701497,Dawid Senger,dawid-senger,1,True,False,False,False
701504,Łukasz Wojowski,lukasz-wojowski,1,True,False,False,False
701510,korebko,korebko,1,True,False,False,False
701518,Alex Załęcki,alex-zalecki,1,True,False,False,False
701506,Arren Kae,arren-kae,1,True,False,False,False
701507,Maciek Olszewski,maciek-olszewski1,1,True,False,False,False
701525,Werterek,werterek,1,True,False,False,False
701535,dissolvez94,dissolvez94,1,False,False,False,False
701534,Sebastian Targiel,sebastian-targiel,1,True,False,False,False
701537,Mateusz Stańko,mateusz-stanko,1,True,False,False,False
701541,Maciek Twardowski,maciek-twardowski,1,True,False,False,False
701533,Huzaaar,huzaaar,1,False,False,False,False
701544,Jaszczur HoV ,jaszczur-hov,1,False,False,False,False
701554,Krzysztof Stysło,krzysztof-styslo,1,True,False,False,False
701555,Maciek Masło Michalczyk,maciek-maslo-michalczyk,1,True,False,False,False
701549,Wanesa Gilewska,wanesa-gilewska,1,True,False,False,False
701564,Cezary Kwiatkowski,cezary-kwiatkowski,1,True,False,False,False
701566,KrólTvnu,kroltvnu,1,True,False,False,False
701565,Jamaleq 94v2,jamaleq-94v2,1,False,True,False,False
701575,R6one,r6one,1,True,False,False,False
701576,Sebastian Bachorczyk,sebastian-bachorczyk,1,True,False,False,False
701578,motti,motti,1,False,False,False,False
701585,Karol Rindflejsz,karol-rindflejsz,1,True,False,False,False
701581,oychedonis,oychedonis,1,True,False,False,False
701597,Marcin Pacek,marcin-pacek,1,True,False,False,False
701599,Miłosz Rak,milosz-rak,1,True,False,False,False
701606,spierdolony,spierdolony,1,True,False,False,False
701595,Hubert Poński,hubert-ponski,1,True,False,False,False
701594,Michał Wilk,michal-wilk12,1,True,False,False,False
701603,Madmax123,madmax123,1,True,False,False,False
701620,Misez61,misez61,1,False,False,False,False
701607,Wofie,wofie,1,True,False,False,False
701626,Portowiec69,portowiec69,1,True,False,False,False
701619,Sebastian Locher,sebastian-locher,1,True,False,False,False
701633,Paweł Bednarz,pawel-bednarz1,1,True,False,False,False
701639,adambarnas,adambarnas,1,False,False,False,False
701631,Michał Gołąb,michal-golab,1,True,False,False,False
701648,guciomaja,guciomaja,1,True,False,False,False
701657,Mikołaj Sikora,mikolaj-sikora,1,True,False,False,False
701653,Maciek Wojas,maciek-wojas,1,True,False,False,False
701658,Maciek Hajduk,maciek-hajduk,1,True,False,False,False
701650,Adaem,adaem,1,True,False,False,False
701666,Jestem safe,jestem-safe,1,False,False,False,False
701667,Łukasz Gałka,lukasz-galka,1,True,False,False,False
701687,wizus,wizus,1,True,False,False,False
701680,Johny41full,johny41full,1,True,False,False,False
701682,PreGaster,pregaster,1,True,False,False,False
701681,Piotr Kajzer,piotr-kajzer,1,True,False,False,False
701675,Iks de de,iks-de-de1,1,True,False,False,False
701684,buin,buin,1,True,False,False,False
701696,Piotr Sornat,piotr-sornat,1,True,False,False,False
701693,Paweł Nadolny,pawel-nadolny,1,True,False,False,False
701689,Rafał Szewczyk,rafal-szewczyk,1,True,False,False,False
701703,Wiktoria Chrostek,wiktoria-chrostek,1,True,False,False,False
701706,Stary nietrzeźwy,stary-nietrzezwy,1,True,False,False,False
701715,Natalia Posłuszny,natalia-posluszny,1,True,False,False,False
701710,Paweł Mroczek,pawel-mroczek12,1,True,False,False,False
701722,Sztabik,sztabik,1,True,False,False,False
701718,Dominik Przekopiński,dominik-przekopinski,1,True,False,False,False
701725,Piotr Łojko,piotr-lojko,1,True,False,False,False
701733,Krzyś Partyka,krzys-partyka,1,True,False,False,False
701730,Pierrot,pierrot,1,True,False,False,False
701732,lotnisko22,lotnisko22,1,False,False,False,False
701746,Adrian Kawala,adrian-kawala,1,True,False,False,False
701745,Piotr Chodkiewicz,piotr-chodkiewicz,1,True,False,False,False
701751,Janusz1837,janusz1837,1,False,False,False,False
701749,Adrian Łukasz Urbański,adrian-lukasz-urbanski,1,True,False,False,False
701757,arbuznatapecie,arbuznatapecie,1,True,False,False,False
701758,Grzesiek Rasti Stachowicz,grzesiek-rasti-stachowicz,1,True,False,False,False
701761,Kisi,kisi,1,False,False,False,False
701780,Toffi Tajchman,toffi-tajchman,1,True,False,False,False
701782,Gaiver,gaiver,1,True,False,False,False
701781,Oloooooooooooo,oloooooooooooo,1,False,False,False,False
701791,Bartłomiej Deptuła,bartlomiej-deptula,1,True,False,False,False
701773,PerskiWojak,perskiwojak,1,False,False,False,False
701784,walmen944,walmen944,1,False,False,False,False
701793,Jan Marek,jan-marek,1,True,False,False,False
701798,Fanaticer,fanaticer,1,True,False,False,False
701803,Krzysiek Kotwica,krzysiek-kotwica,1,True,False,False,False
701808,TurningTomb,turningtomb,1,True,False,False,False
701811,Zelazo2,zelazo2,1,True,False,False,False
701819,Hugziarz,hugziarz,1,False,False,False,False
701820,Mateusz Majstrak,mateusz-majstrak,1,True,False,False,False
701829,kaninchen21,kaninchen21,1,False,False,False,False
701830,karolkarol805,karolkarol805,1,True,False,False,False
701831,Tomi f10,tomi-f10,1,False,False,False,False
701842,Kamil Szubarczyk,kamil-szubarczyk,1,True,False,False,False
701848,Mariusz Kowalski,mariusz-kowalski12,1,True,False,False,False
701847,Mateusz Rawa,mateusz-rawa,1,True,False,False,False
701849,Kamil Kowalski,kamil-kowalski1234,1,True,False,False,False
701851,Mazur71,mazur71,1,False,False,False,False
701846,Konrad Gojdź,konrad-gojdz,1,True,False,False,False
701864,irek_75757,irek-75757,1,True,False,False,False
701850,rvoc2,rvoc2,1,True,False,False,False
701866,xofixofi,xofixofi,1,True,False,False,False
701857,Bartosz Szogun,bartosz-szogun,1,True,False,False,False
701875,Radosław Pancer,radoslaw-pancer,1,True,False,False,False
701877,vivijpgg1,vivijpgg1,1,False,False,False,False
701879,Pawel Ulik,pawel-ulik,1,True,False,False,False
701873,dru.mmer,drummer1,1,False,False,False,False
701887,Włodek Sztybur,wlodek-sztybur,1,True,False,False,False
701891,Magda16022003,magda16022003,1,True,False,False,False
701884,Paweł Zając,pawel-zajac12,1,True,False,False,False
701893,okurwa251,okurwa251,1,False,False,False,False
701895,wc178,wc178,1,True,False,False,False
701914,Mike Bush,mike-bush,1,True,False,False,False
701928,bulka_z_otrebami,bulka-z-otrebami,1,True,False,False,False
701902,Mikolaj Stys,mikolaj-stys1,1,True,False,False,False
701922,Dabide,dabide,1,True,False,False,False
701916,Konserwatywka,konserwatywka,1,True,False,False,False
701935,JayV,jayv,1,True,False,False,False
701946,Raf Traf,raf-traf,1,True,False,False,False
701941,KryhuOpryhu,kryhuopryhu,1,True,False,False,False
701938,Arek Guz,arek-guz,1,True,False,False,False
701948,Wilczysko,wilczysko,1,True,False,False,False
701952,paul.wall,paulwall1,1,True,False,False,False
701944,EliteSIXER,elitesixer,1,True,False,False,False
701958,Dawid Świerzbiński,dawid-swierzbinski,1,True,False,False,False
